TransactionID,SuccessfulOrder,FlavorCategory,CustomerGender,CustomerAge,ToppingsCount,ScoopsCount,TotalCost,PaymentMethod,CustomerName
863,0,2,Male,25,0,2,220.0648034878127,UPI,Diya Hegde
864,0,1,Female,25,0,1,76.67436082634636,UPI,Mohit Mukherjee
865,0,1,Male,28,2,1,153.52959877760134,UPI,Riya Gupta
866,0,2,Male,39,0,2,184.5656647164141,UPI,Aarav Saha
867,0,2,Female,31,2,2,172.38412264634977,UPI,Diya Khan
868,0,2,Male,7,0,2,130.41014325755853,UPI,Diya Dubey
869,0,3,Male,32,1,3,200.37856791670396,UPI,Riya DSouza
870,0,1,Female,34,1,1,97.24967169098682,UPI,Isha Iyengar
871,0,2,Male,30,0,2,168.5104610757682,Card,Rahul Hegde
872,0,2,Male,7,0,2,179.42751607641839,Card,Jatin Shah
873,0,3,Female,21,1,1,160.37957621379428,UPI,Deepa Shah
874,0,1,Male,21,0,1,161.58884809219597,UPI,Nisha Ali
875,0,1,Female,30,0,1,154.379788840135,UPI,Zoya Das
876,0,3,Male,35,0,4,201.54449561148505,UPI,Siddharth Verma
877,0,1,Male,5,1,2,257.3898275889763,UPI,Siddharth Shah
878,0,1,Male,24,0,3,249.80680116067782,Cash,Aarav Gowda
879,0,2,Male,15,0,1,206.17007963016317,UPI,Geeta Iyengar
880,0,2,Male,18,1,2,220.10654943965943,UPI,Suresh Patil
881,0,2,Female,24,1,2,179.01988846873428,UPI,Sneha Singh
882,0,2,Male,29,0,1,77.81080180758414,Cash,Sneha Khan
883,0,1,Female,7,2,1,249.54762416344497,UPI,Arjun Yadav
884,0,2,Female,23,2,2,191.50025126223878,UPI,Aarav Aggarwal
885,0,2,Female,25,1,1,98.58054131118507,UPI,Sunita Verma
886,0,2,Male,45,0,2,127.1994641636063,UPI,Suresh Iyengar
887,0,2,Male,22,0,3,217.42273331662838,UPI,Ankit Pillai
888,0,3,Female,6,2,3,270.0326776341398,UPI,Sneha Gupta
889,0,3,Female,16,0,1,202.37236671743722,UPI,Sunita Iyer
890,0,3,Female,28,1,3,268.95244787229353,Card,Pooja Iyengar
891,0,2,Male,5,0,1,107.20208947309978,Card,Rohan Patel
892,0,2,Male,31,0,1,156.02701007939675,UPI,Sunita Joshi
893,0,2,Female,39,1,2,148.11836594732327,UPI,Arjun Goel
894,0,3,Male,13,3,1,212.20824993291393,Card,Kavita Hegde
895,0,3,Female,13,4,1,137.26441046429255,Cash,Pooja Goel
896,0,1,Male,45,0,1,138.45898257892992,Card,Krish DSouza
897,0,2,Male,37,1,1,168.13625862888392,UPI,Aarav Sastry
898,0,2,Female,18,1,1,192.9169468024286,UPI,Aditi Gowda
899,0,3,Female,26,2,1,254.15016595543523,Cash,Aarav Verma
900,0,3,Male,16,0,2,229.4345414258373,UPI,Aarav Goel
901,0,1,Male,38,0,2,199.91699057916344,UPI,Siddharth Gupta
902,0,2,Male,23,2,1,122.40273720641156,UPI,Geeta Rao
903,0,2,Female,30,0,1,182.36620337893171,UPI,Jatin Hegde
904,0,1,Male,22,0,2,206.9470588047641,Card,Siddharth Singh
905,0,1,Female,20,2,2,182.50535016553553,UPI,Mohit Mehta
906,0,1,Female,12,0,1,92.27501811932537,UPI,Arjun Prasad
907,0,1,Female,35,0,4,159.16967939285672,Card,Myra Shah
908,0,3,Female,33,3,2,265.6370233164556,UPI,Aditi Bhattacharya
909,0,1,Female,21,2,1,254.85760653939943,UPI,Isha Iyer
910,0,1,Female,42,4,3,259.25388757473183,UPI,Deepa Patel
911,0,3,Male,20,2,1,117.93514823122223,UPI,Siddharth Das
912,0,1,Female,31,0,1,152.86802059123158,UPI,Riya Reddy
913,0,3,Male,17,0,1,146.56720684899133,UPI,Sunita Gupta
914,0,1,Female,18,2,2,247.65481121620007,Cash,Kabir Kumar
915,0,1,Female,33,0,2,159.83138601449969,Card,Vivaan Patel
916,0,1,Male,21,0,4,203.60049914887279,UPI,Ankit Kumar
917,0,1,Male,28,2,2,152.6065769625227,UPI,Priya Verma
918,0,2,Female,35,2,1,159.20209164644248,UPI,Deepa Verma
919,0,2,Female,30,0,2,118.5960646989255,UPI,Nisha Singh
920,0,1,Male,29,0,2,189.2700056467963,UPI,Rahul Aggarwal
921,0,1,Female,14,1,2,156.69934126772333,UPI,Riya Verma
922,0,3,Female,32,0,2,146.73360855656367,UPI,Krish Menon
923,0,1,Male,35,0,1,189.48928823727908,UPI,Kavita Khan
924,0,1,Female,40,1,1,224.14188709173376,Cash,Ankit Verma
925,0,2,Male,5,1,2,212.77401019075472,UPI,Vivaan Jain
926,0,2,Male,5,0,1,194.3027511871942,UPI,Krish DSouza
927,0,1,Female,16,0,2,146.62372927423831,UPI,Ananya Iyengar
928,0,1,Female,20,0,2,184.18585559140803,UPI,Zoya Patil
929,0,2,Female,35,4,1,232.6288883067207,Cash,Nisha Khan
930,0,1,Female,15,2,3,240.53008308230625,UPI,Ayaan Nair
931,0,3,Female,10,2,1,238.11835267546584,Card,Riya Sharma
932,0,2,Female,23,1,1,183.10946355782914,UPI,Pooja Pillai
933,0,1,Female,13,4,1,189.6229214138707,UPI,Priya Verma
934,0,1,Male,24,2,1,114.04341427188172,UPI,Arjun Yadav
935,0,1,Male,9,0,1,99.38700383475792,Card,Isha Prasad
936,0,1,Male,41,3,2,292.7898522078633,Card,Diya Patel
937,0,2,Female,23,1,1,184.60597948972537,UPI,Aarav Patel
938,0,2,Male,43,3,1,260.87171888312525,UPI,Myra Yadav
939,0,2,Female,32,0,1,217.1073530278999,UPI,Priya Jain
940,0,2,Male,19,0,1,224.20273229012852,UPI,Vivaan Chakraborty
941,0,1,Female,32,0,1,152.2734491768391,UPI,Rohan Gupta
942,0,3,Female,29,1,2,170.89267959341953,Cash,Aarav Verma
943,0,2,Female,22,1,3,194.69567025073184,UPI,Kavita DSouza
944,0,2,Male,37,0,2,246.9771950938513,UPI,Sneha Gowda
945,0,2,Male,17,2,1,144.49226703076178,UPI,Krish Kumar
946,0,2,Male,20,2,2,267.2216468759102,UPI,Mohit Gupta
947,0,3,Female,14,0,4,259.67210640194753,UPI,Geeta Aggarwal
948,0,3,Female,24,1,2,193.39741864740523,Card,Myra Singh
949,0,3,Male,30,0,2,190.98146008213777,UPI,Rohan Goel
950,0,3,Male,27,0,1,173.65462817061254,UPI,Rahul DSouza
951,0,1,Female,26,0,1,190.50421378093392,UPI,Kabir Patel
952,0,2,Female,33,1,4,247.8107475969122,UPI,Rohan Jain
953,0,1,Male,27,0,4,250.36662558096617,UPI,Riya Rao
954,0,2,Female,9,0,1,207.8231903687275,Card,Zoya Shah
955,0,1,Male,32,0,1,107.69645132482896,UPI,Mohit Aggarwal
956,0,1,Male,24,0,1,208.74312934546288,Card,Mohit Goel
957,0,2,Female,32,0,1,114.40476781437845,UPI,Diya Mishra
958,0,1,Male,30,1,2,115.83262741365411,UPI,Kavita Yadav
959,0,2,Female,32,0,1,194.4384117450342,Cash,Pooja Rao
960,0,1,Female,14,2,1,193.06447514660545,UPI,Ankit Shah
961,0,1,Female,22,2,2,196.89180582143695,UPI,Kavita Nair
962,0,1,Female,16,1,2,119.08791744106135,UPI,Pooja Sharma
963,0,1,Female,24,1,2,177.5006588358529,Cash,Ankit Gowda
964,0,1,Female,33,1,1,123.33578437790082,UPI,Ankit Gupta
965,0,2,Male,19,1,1,196.76063081376094,UPI,Kabir Hegde
966,0,1,Male,26,3,1,126.5939430354507,UPI,Aditi Rao
967,0,1,Male,34,1,1,140.71381126697617,UPI,Krish Jain
968,0,1,Male,40,0,3,210.65529026901572,UPI,Nisha Verma
969,0,1,Male,5,0,1,83.58466428388346,Card,Suresh Patel
970,0,2,Female,34,0,2,107.27558594799679,UPI,Geeta Sastry
971,0,2,Male,28,4,4,261.3283964880027,UPI,Ananya Dubey
972,0,1,Female,15,2,1,176.2105269930397,UPI,Diya Menon
973,0,1,Male,47,2,3,212.41975170294324,UPI,Pooja Mehta
974,0,2,Male,20,0,2,215.95704099922597,UPI,Pooja Aggarwal
975,0,3,Male,34,2,1,116.12514687602201,Card,Jatin Kumar
976,0,1,Male,18,1,1,183.4112765337322,UPI,Siddharth Shah
977,0,3,Male,29,0,2,104.46958641281378,UPI,Zoya Yadav
978,0,1,Female,33,0,2,100.1257788832801,UPI,Siddharth Gupta
979,0,2,Male,14,1,1,195.44586513489054,Card,Aditi Hegde
980,0,2,Female,32,2,1,229.59357309545257,UPI,Nisha Aggarwal
981,0,3,Male,44,0,2,170.0486446786901,Cash,Sneha Das
982,0,1,Male,25,0,1,117.33447974374442,UPI,Kabir Gupta
983,0,3,Female,22,1,1,110.51787943007102,UPI,Siddharth Bhattacharya
984,0,1,Female,31,0,3,208.35911139483636,Card,Mohit Nair
985,0,2,Female,9,1,1,223.4560917267853,UPI,Jatin Menon
986,0,1,Female,13,0,1,223.97937453343505,Card,Kabir Sharma
987,0,2,Female,39,2,1,154.02178342854785,Card,Jatin Hegde
988,0,1,Female,38,3,1,146.6869829625325,Cash,Mohit Iyer
989,0,3,Male,45,0,1,177.52922628310372,UPI,Aarav Mishra
990,0,2,Female,28,1,4,292.09586912485497,Cash,Zoya Pillai
991,0,2,Female,25,0,1,99.97961427766624,UPI,Arjun Pillai
992,0,2,Female,20,2,1,239.55055192195812,UPI,Nisha Das
993,0,2,Male,36,2,2,141.23361837500684,UPI,Krish Sastry
994,0,2,Male,35,0,1,119.14856756163043,UPI,Sunita Singh
995,0,1,Male,45,2,1,171.53440001256433,UPI,Isha Sharma
996,0,2,Female,20,2,2,204.70604284552724,UPI,Ayaan Iyer
997,0,1,Male,22,0,4,297.93466848849107,Card,Mohit Iyengar
998,0,1,Female,36,0,1,132.47011424623693,UPI,Rohan Nair
999,0,3,Female,21,0,1,92.11464102382601,Card,Pooja Sastry
1000,0,2,Male,42,4,1,164.6271137936368,UPI,Siddharth Bhattacharya
1001,0,1,Female,37,0,2,238.29446439069636,UPI,Kavita Khan
1002,0,3,Female,41,0,3,169.61672373407697,Card,Isha Choudhury
1003,0,1,Male,22,2,2,196.75432976114757,UPI,Rohan Choudhury
1004,0,1,Female,11,0,2,201.2967782600491,UPI,Kavita Singh
1005,0,1,Female,26,2,4,216.85094872763398,Cash,Kavita Gupta
1006,0,3,Male,17,1,1,135.22354938551422,UPI,Ayaan Shah
1007,0,2,Male,30,0,4,163.42383196969755,UPI,Ananya Das
1008,0,3,Female,17,1,2,190.11906023828766,UPI,Zoya Rao
1009,0,1,Male,21,0,3,141.8503074500786,UPI,Kavita Gowda
1010,0,1,Male,6,1,1,161.31511956988936,Card,Krish Pillai
1011,0,2,Male,20,0,2,173.25489197384144,UPI,Kavita Mukherjee
1012,0,1,Male,33,0,2,162.1917268638901,Card,Deepa Das
1013,0,3,Male,43,0,2,230.18436175878054,Card,Ayaan Mehta
1014,0,3,Male,31,0,1,148.63853771271891,UPI,Aarav Mehta
1015,0,2,Female,50,0,2,141.76612899539876,UPI,Ananya Patil
1016,0,1,Male,36,1,3,225.6425909289968,Card,Riya Yadav
1017,0,2,Male,23,1,1,151.88670776080045,UPI,Ananya DSouza
1018,0,1,Female,23,3,1,242.39942117362116,UPI,Rahul Bhattacharya
1019,0,3,Female,33,1,1,114.38261633996305,UPI,Jatin Mukherjee
1020,0,1,Female,14,0,1,219.27342178506166,UPI,Sneha Khan
1021,0,2,Female,16,1,1,190.39070661618769,UPI,Vivaan Goel
1022,0,1,Male,15,4,2,188.82165282938666,UPI,Rahul Hegde
1023,0,1,Male,29,2,1,249.7158331849519,UPI,Aditi Sastry
1024,0,1,Female,12,0,1,193.69921270372075,UPI,Myra Chakraborty
1025,0,3,Male,30,0,1,208.52260525647537,UPI,Ayaan Kumar
1026,0,1,Female,24,1,2,150.83194223347627,UPI,Sneha Pillai
1027,0,1,Female,31,0,1,75.43472430739754,UPI,Sneha Mehta
1028,0,2,Female,25,2,1,196.32949466082695,UPI,Rohan Patil
1029,0,2,Female,5,2,4,181.19476741587857,Card,Rohan Singh
1030,0,1,Female,5,0,2,228.3269146010867,Card,Aditi Joshi
1031,0,1,Female,22,2,2,210.4202822217303,UPI,Mohit Saha
1032,0,2,Female,24,1,2,253.83548266477038,UPI,Ananya Patil
1033,0,2,Female,30,1,2,125.52992069124593,Card,Ankit Singh
1034,0,2,Male,35,1,2,171.4814039602774,UPI,Myra Iyengar
1035,0,1,Female,26,1,1,164.20561052250213,UPI,Isha Prasad
1036,0,2,Female,10,0,1,103.45545509671037,UPI,Aarav Das
1037,0,2,Male,16,1,2,130.89764341871182,UPI,Rahul Ali
1038,0,1,Female,19,0,1,165.87934136504762,Cash,Kabir Khan
1039,0,3,Female,22,0,2,145.03187952729655,UPI,Deepa Singh
1040,0,1,Male,13,1,2,186.22115643859036,Card,Myra Goel
1041,0,2,Female,21,0,1,104.38234489162333,UPI,Myra Mehta
1042,0,2,Male,22,0,2,127.96179060287652,Card,Ananya Sastry
1043,0,1,Female,36,1,2,254.51277015179753,UPI,Mohit Hegde
1044,0,2,Female,11,1,1,200.4407391910344,UPI,Riya Ghosh
1045,0,2,Male,32,0,1,94.9503053194972,UPI,Jatin Gupta
1046,0,3,Female,30,1,4,196.76277885144913,UPI,Aditi Dubey
1047,0,3,Female,37,1,1,97.4888393923711,Cash,Sneha Aggarwal
1048,0,1,Male,15,2,1,245.0803300830566,Cash,Ayaan Jain
1049,0,2,Male,25,0,4,181.49318801497066,Cash,Diya Sastry
1050,0,2,Female,9,1,1,187.67205749188162,UPI,Priya Ali
1051,0,1,Male,25,4,1,189.86267780599826,UPI,Krish Khan
1052,0,1,Male,21,1,1,213.12093414797522,UPI,Pooja Aggarwal
1053,0,2,Female,31,1,1,167.4882154998912,Card,Sunita Mehta
1054,0,1,Male,18,1,3,166.0035474916687,UPI,Arjun Mishra
1055,0,1,Male,39,2,2,148.6469204340174,UPI,Krish Jain
1056,0,2,Female,5,2,4,207.73097358726392,UPI,Pooja Patel
1057,0,1,Female,16,1,2,134.2713826638195,UPI,Sneha Aggarwal
1058,0,2,Female,12,2,1,194.99219640911582,Card,Mohit Jain
1059,0,2,Female,29,2,1,225.6140163597933,UPI,Geeta Iyengar
1060,0,2,Male,25,0,3,252.80021008029138,Cash,Priya Rao
1061,0,1,Male,7,1,1,103.67234017502756,UPI,Nisha Mishra
1062,0,1,Female,28,3,1,180.2209765165613,UPI,Ankit Sastry
1063,0,2,Female,34,0,3,133.81063307407803,UPI,Rohan Yadav
1064,0,2,Male,19,1,2,243.63882391186485,UPI,Myra Mehta
1065,0,3,Male,18,1,1,175.11540818195806,UPI,Diya Ali
1066,0,1,Female,28,0,2,155.5010041406238,Card,Myra Joshi
1067,0,1,Female,12,0,2,146.19904216403114,Cash,Sneha Ali
1068,0,2,Male,23,0,2,168.7346949269903,Cash,Vivaan Verma
1069,0,1,Male,5,0,2,164.14022009411772,UPI,Riya Mishra
1070,0,2,Female,24,1,2,185.34527802430972,UPI,Rahul Patil
1071,0,1,Male,33,0,2,102.73992152246075,UPI,Aarav Jain
1072,0,1,Female,32,1,1,142.7094792513326,UPI,Nisha Sharma
1073,0,2,Female,25,2,3,239.98014107585493,UPI,Siddharth Ghosh
1074,0,1,Female,37,2,2,251.31382060092415,UPI,Arjun Chakraborty
1075,0,2,Male,30,3,1,221.14655685137626,UPI,Zoya Yadav
1076,0,1,Male,5,2,2,202.77874796271487,UPI,Priya Chakraborty
1077,0,1,Female,29,2,2,264.7713948832039,Card,Geeta Iyengar
1078,0,1,Female,33,0,2,133.5997650637201,UPI,Kabir Ghosh
1079,0,2,Female,26,1,2,204.5022626249887,UPI,Deepa Nair
1080,0,1,Female,36,0,1,175.36913422119727,UPI,Arjun Joshi
1081,0,2,Male,33,3,2,153.75404996378785,Card,Siddharth Nair
1082,0,2,Male,24,2,1,124.3732304580259,UPI,Arjun Patel
1083,0,1,Female,23,0,2,159.36965238109744,UPI,Isha Joshi
1084,0,1,Male,8,3,4,291.80024101494814,Card,Aditi Gowda
1085,0,3,Female,30,0,1,120.82789766077525,UPI,Nisha Patil
1086,0,1,Male,32,2,1,146.13031164881227,Card,Kabir Menon
1087,0,3,Male,33,0,3,175.70557206494718,UPI,Suresh Singh
1088,0,1,Female,42,2,1,111.14555179630479,UPI,Vivaan Hegde
1089,0,2,Male,36,0,1,189.6671399840655,UPI,Ayaan Reddy
1090,0,1,Female,18,3,1,160.76357069973068,UPI,Vivaan Saha
1091,0,2,Male,15,0,2,214.43121460615828,UPI,Suresh Singh
1092,0,2,Female,29,4,1,174.5808165832038,UPI,Sneha Verma
1093,0,2,Female,35,1,3,274.6517670687722,UPI,Kabir Iyengar
1094,0,3,Female,35,2,1,209.90589759081232,Card,Jatin Sharma
1095,0,1,Male,21,2,3,194.61741802319793,Cash,Sunita Sastry
1096,0,2,Female,35,0,1,122.40952988255276,UPI,Sunita Menon
1097,0,1,Female,20,2,2,221.89908745355785,UPI,Aarav DSouza
1098,0,2,Female,26,0,2,217.4371870849405,UPI,Aarav Iyer
1099,0,3,Male,15,1,1,107.15529121859825,Card,Mohit Prasad
1100,0,3,Female,29,0,2,105.76544717850217,Cash,Myra Menon
1101,0,2,Male,5,0,1,220.9048477534349,Cash,Pooja Mishra
1102,0,1,Male,18,0,1,117.02661959145544,UPI,Pooja Hegde
1103,0,2,Male,18,0,3,259.1130473603854,UPI,Isha Iyengar
1104,0,1,Female,35,1,2,127.708269590752,UPI,Sunita Bhattacharya
1105,0,1,Female,29,0,1,156.3074588295564,Cash,Jatin Joshi
1106,0,2,Male,26,2,2,155.52529292660847,UPI,Riya Choudhury
1107,0,2,Female,12,0,1,132.88796462890872,UPI,Diya Bhattacharya
1108,0,3,Male,35,1,2,173.58872528858788,Card,Siddharth Aggarwal
1109,0,1,Female,5,1,2,256.1457224895669,Card,Diya Das
1110,0,1,Female,24,1,1,230.31513002197184,UPI,Jatin Menon
1111,0,2,Male,31,1,2,171.80813390288006,Cash,Riya Hegde
1112,0,1,Female,22,1,3,252.4540388457462,UPI,Zoya Menon
1113,0,2,Male,25,0,4,190.46412529903643,UPI,Aditi Shah
1114,0,1,Female,17,2,2,274.31468679921875,UPI,Myra Chakraborty
1115,0,3,Male,35,0,2,101.82350540714049,Card,Aarav Gupta
1116,0,3,Female,29,1,2,192.56173404513981,Card,Geeta Das
1117,0,1,Female,34,0,2,128.85558175928895,UPI,Suresh Khan
1118,0,3,Male,9,2,1,173.6948284569898,UPI,Rahul Yadav
1119,0,2,Male,36,0,2,139.08345355707667,UPI,Rahul Prasad
1120,0,1,Female,25,1,1,162.78873159757399,Cash,Myra Bhattacharya
1121,0,3,Male,35,4,4,308.14486191644875,UPI,Suresh Mishra
1122,0,3,Male,33,0,1,195.16341768808383,UPI,Geeta Mehta
1123,0,2,Female,25,0,1,98.60483076062214,UPI,Ankit Sastry
1124,0,2,Female,17,2,1,184.98573684900927,UPI,Pooja Mukherjee
1125,0,1,Female,31,2,1,125.57424314008858,UPI,Kabir Pillai
1126,0,2,Female,13,2,1,228.11417359761396,UPI,Mohit Ghosh
1127,0,1,Male,13,2,2,154.41504284846505,UPI,Priya Aggarwal
1128,0,1,Male,18,2,1,133.30562463413952,Card,Ayaan Dubey
1129,0,2,Male,20,1,1,133.00616294787284,UPI,Ayaan Patil
1130,0,3,Male,19,1,1,217.47009747824018,UPI,Aditi Joshi
1131,0,2,Male,31,0,2,137.10728786825396,UPI,Geeta DSouza
1132,0,1,Male,29,0,1,199.2217072769637,UPI,Isha Verma
1133,0,1,Female,36,0,2,214.13161260650702,UPI,Rohan Ghosh
1134,0,1,Female,38,2,2,181.38198572373167,Cash,Krish Rao
1135,0,2,Female,31,0,1,91.12796050253871,Card,Krish Gupta
1136,0,2,Male,14,1,1,232.2067720770068,Card,Kabir Pillai
1137,0,1,Female,28,1,2,202.93171410806775,UPI,Rahul Rao
1138,0,1,Female,48,0,2,223.32616713583008,Card,Geeta Mishra
1139,0,1,Female,16,0,1,147.00871821106136,UPI,Vivaan Pillai
1140,0,1,Female,12,2,2,187.51284124968555,UPI,Ananya Pillai
1141,0,2,Female,9,1,2,148.6098115760323,Card,Rohan Kumar
1142,0,3,Male,39,0,2,239.33022680902275,UPI,Aditi Jain
1143,0,2,Female,37,2,1,247.48598714208708,UPI,Riya Hegde
1144,0,2,Male,38,2,1,250.0397242520933,Card,Geeta Das
1145,0,2,Male,25,0,3,155.53713833108122,UPI,Myra DSouza
1146,0,1,Female,14,1,2,261.68242003948,UPI,Ayaan Rao
1147,0,3,Female,27,1,2,210.80979915166438,UPI,Myra Ghosh
1148,0,2,Male,20,0,3,200.72300530595766,UPI,Rohan Aggarwal
1149,0,1,Female,24,2,2,272.33594435946077,Cash,Ankit Reddy
1150,0,3,Female,19,0,2,144.25877904093394,UPI,Myra Kumar
1151,0,1,Male,28,2,2,261.6251259689174,UPI,Aarav Reddy
1152,0,3,Male,26,3,2,276.1943831451215,Card,Siddharth Hegde
1153,0,1,Female,24,1,1,169.6452805523765,Cash,Isha Shah
1154,0,1,Female,23,0,1,152.13039411376735,UPI,Deepa Goel
1155,0,1,Female,29,0,3,133.432644478959,UPI,Pooja Prasad
1156,0,2,Male,23,1,2,167.86980650841036,UPI,Nisha Joshi
1157,0,1,Female,23,0,2,205.1941115708392,Cash,Krish Shah
1158,0,2,Male,31,0,1,90.7480637059409,UPI,Ankit Gupta
1159,0,2,Male,8,1,2,176.4321413556253,Card,Aditi Sharma
1160,0,1,Female,15,0,4,196.257723851197,Card,Nisha Saha
1161,0,1,Male,23,1,1,94.78955994158801,UPI,Myra Verma
1162,0,1,Female,35,1,2,260.7787816957971,Card,Myra Jain
1163,0,1,Female,26,0,2,241.5023891587829,Card,Ankit Joshi
1164,0,2,Male,8,1,2,232.83817758860562,Card,Mohit Bhattacharya
1165,0,1,Male,8,0,1,78.09969490267937,UPI,Aarav Mukherjee
1166,0,3,Male,23,0,2,247.48669909443538,UPI,Ananya Khan
1167,0,3,Female,26,2,1,207.614577071285,Cash,Kabir Choudhury
1168,0,2,Male,29,0,2,138.5757983418058,UPI,Nisha Menon
1169,0,1,Female,5,1,3,203.67272978499437,UPI,Arjun Aggarwal
1170,0,1,Female,14,2,1,182.47828533427582,Card,Ananya Pillai
1171,0,2,Female,54,1,3,171.97577242234019,Card,Rohan Patel
1172,0,3,Female,30,2,2,220.421861653748,UPI,Isha Iyengar
1173,0,2,Male,12,1,2,203.61391749204907,Cash,Aarav Iyengar
1174,0,2,Female,5,1,1,218.835801301297,Card,Vivaan Mishra
1175,0,2,Male,17,0,2,130.92168054169937,UPI,Rohan Shah
1176,0,2,Female,22,2,2,150.60726717538728,UPI,Krish Patel
1177,0,1,Male,28,0,2,148.15895143543824,UPI,Ankit Khan
1178,0,1,Female,35,3,1,146.04862067915707,UPI,Vivaan Nair
1179,0,2,Male,30,1,1,196.6351949841299,UPI,Kavita Rao
1180,0,1,Male,37,2,1,199.6220992766767,Card,Ankit Sastry
1181,0,1,Male,30,0,2,112.41521726893808,UPI,Kavita Dubey
1182,0,1,Male,8,1,1,207.90818441863956,Card,Sneha DSouza
1183,0,1,Female,17,1,1,222.7385335432208,UPI,Myra DSouza
1184,0,2,Female,16,2,2,187.96180881946762,UPI,Riya Patel
1185,0,1,Male,28,1,2,129.74081606621718,UPI,Arjun Nair
1186,0,2,Female,29,0,2,110.69958610626112,UPI,Kabir Verma
1187,0,1,Male,33,2,1,242.61006017059563,UPI,Nisha Mishra
1188,0,2,Male,18,1,1,113.59702036495133,UPI,Mohit DSouza
1189,0,3,Male,27,2,3,289.6362635886204,Cash,Myra Joshi
1190,0,2,Male,45,1,1,91.75183250578775,Card,Pooja Yadav
1191,0,2,Female,13,3,3,318.01530575887557,UPI,Sunita Prasad
1192,0,1,Female,17,0,1,82.90272928479064,UPI,Kavita Mishra
1193,0,2,Female,24,2,1,125.1805908277865,UPI,Ankit Patil
1194,0,1,Female,36,0,1,223.68659196003077,UPI,Pooja Iyer
1195,0,2,Female,19,1,2,119.82304319799883,UPI,Krish Goel
1196,0,1,Male,17,2,1,126.28797981429857,Card,Priya Dubey
1197,0,2,Female,40,0,1,163.5006556569507,UPI,Vivaan Nair
1198,0,3,Female,27,2,1,178.11237772112122,UPI,Myra Das
1199,0,2,Male,30,2,3,230.77442697169442,Card,Sneha DSouza
1200,0,2,Male,25,1,1,101.08652875966095,UPI,Myra Iyengar
1201,0,1,Male,21,0,2,165.78073228668165,UPI,Arjun Singh
1202,0,1,Male,37,0,2,132.16294914929625,UPI,Myra Mishra
1203,0,1,Female,34,1,2,216.8981472238142,Card,Krish Reddy
1204,0,1,Female,39,3,1,265.5912181443333,UPI,Nisha Das
1205,0,2,Female,22,0,2,127.07328643104744,UPI,Vivaan Bhattacharya
1206,0,2,Male,28,1,1,142.9039900445153,UPI,Isha Ali
1207,0,1,Male,19,1,1,203.70209304245526,UPI,Deepa Hegde
1208,0,2,Male,29,1,2,219.6008511045543,Cash,Ankit Prasad
1209,0,1,Male,26,1,3,236.90085238715673,Card,Ananya Iyer
1210,0,2,Male,26,0,2,195.52238011516187,UPI,Nisha Yadav
1211,0,2,Female,14,4,1,248.0563977423298,UPI,Krish DSouza
1212,0,1,Female,21,0,1,116.53135099768042,UPI,Ankit Sharma
1213,0,3,Female,17,2,2,253.37789604412097,UPI,Suresh Jain
1214,0,2,Male,35,0,2,248.81112819206567,Cash,Jatin Sharma
1215,0,3,Female,23,4,3,265.2535497277177,UPI,Geeta Iyengar
1216,0,2,Female,22,2,2,183.39519630666658,Card,Aarav DSouza
1217,0,1,Female,26,1,1,184.40789742965478,UPI,Ayaan Sharma
1218,0,1,Male,45,0,1,104.51740085761267,UPI,Siddharth Choudhury
1219,0,1,Female,20,4,2,309.2973918091617,UPI,Ankit Mishra
1220,0,1,Male,33,1,2,239.17385636628572,Card,Ananya Mukherjee
1221,0,1,Female,28,2,2,137.12242389295662,UPI,Geeta Patil
1222,0,1,Female,30,0,2,112.83231758365073,Cash,Riya Reddy
1223,0,1,Female,33,4,1,274.0278797658159,Cash,Priya Rao
1224,0,1,Male,15,3,1,207.47144454771677,Card,Aarav Verma
1225,0,1,Male,18,1,3,268.9436128295574,UPI,Kabir Verma
1226,0,2,Male,24,1,1,159.7534179159819,Cash,Zoya Ghosh
1227,0,1,Female,24,1,1,175.32023757162148,UPI,Ananya Mishra
1228,0,2,Male,28,1,2,249.0891368461191,UPI,Nisha Ali
1229,0,1,Male,30,4,2,215.8849773753301,UPI,Rohan Chakraborty
1230,0,3,Male,47,1,2,256.78674591560923,UPI,Pooja Ali
1231,0,3,Male,38,1,1,122.3868604793378,UPI,Siddharth Iyer
1232,0,2,Female,26,1,1,93.15921766170317,Card,Jatin Joshi
1233,0,3,Female,6,2,2,273.39623103926186,Cash,Zoya Mishra
1234,0,2,Male,28,0,1,211.18277343682857,UPI,Ankit Sastry
1235,0,1,Female,5,3,1,266.3535869769428,Card,Aarav Patel
1236,0,2,Male,21,2,1,145.3441369591417,Cash,Diya Khan
1237,0,2,Female,22,0,2,192.57750939338374,Cash,Ananya Sastry
1238,0,2,Male,18,2,2,164.17776668177646,UPI,Sneha Saha
1239,0,1,Female,25,1,1,189.00392960599422,Card,Kabir Mishra
1240,0,1,Female,13,0,1,115.87424713664865,UPI,Aditi DSouza
1241,0,2,Male,24,0,2,162.38875989998303,UPI,Jatin Rao
1242,0,1,Male,20,0,2,107.32777541474347,UPI,Suresh Mishra
1243,0,1,Female,20,0,1,150.22852847217226,Cash,Ankit Patil
1244,0,1,Female,25,0,2,103.0553411205299,Card,Pooja Aggarwal
1245,0,2,Female,39,0,1,176.83978386039848,Card,Zoya Dubey
1246,0,2,Male,26,2,2,218.9804915247098,UPI,Ayaan Gupta
1247,0,2,Male,11,2,2,192.7500451586262,UPI,Arjun Ghosh
